***	名詞,サ変接続,*,*,*,*,*
扇屋	名詞,固有名詞,地域,一般,*,*,扇屋,オウギヤ,オーギヤ
掛川	名詞,固有名詞,地域,一般,*,*,掛川,カケガワ,カケガワ
新台	名詞,固有名詞,地域,一般,*,*,新台,シンダイ,シンダイ
新栄	名詞,固有名詞,地域,一般,*,*,新栄,シンエイ,シンエイ
新潟	名詞,固有名詞,地域,一般,*,*,新潟,ニイガタ,ニーガタ
日光	名詞,固有名詞,地域,一般,*,*,日光,ニッコウ,ニッコー
日進	名詞,固有名詞,地域,一般,*,*,日進,ニッシン,ニッシン
星崎	名詞,固有名詞,地域,一般,*,*,星崎,ホシザキ,ホシザキ
札幌	名詞,固有名詞,地域,一般,*,*,札幌,サッポロ,サッポロ
東北	名詞,固有名詞,地域,一般,*,*,東北,トウホク,トーホク
東名	名詞,固有名詞,地域,一般,*,*,東名,トウメイ,トーメイ
東海	名詞,固有名詞,地域,一般,*,*,東海,トウカイ,トーカイ
松本	名詞,固有名詞,地域,一般,*,*,松本,マツモト,マツモト
枚方	名詞,固有名詞,地域,一般,*,*,枚方,ヒラカタ,ヒラカタ
桑島	名詞,固有名詞,地域,一般,*,*,桑島,クワジマ,クワジマ
槇原	名詞,固有名詞,地域,一般,*,*,槇原,マキハラ,マキハラ
横浜	名詞,固有名詞,地域,一般,*,*,横浜,ヨコハマ,ヨコハマ
橋本	名詞,固有名詞,地域,一般,*,*,橋本,ハシモト,ハシモト
欧米	名詞,固有名詞,地域,一般,*,*,欧米,オウベイ,オーベイ
沖縄	名詞,固有名詞,地域,一般,*,*,沖縄,オキナワ,オキナワ
法然	名詞,固有名詞,人名,一般,*,*,法然,ホウネン,ホーネン
浅草	名詞,固有名詞,地域,一般,*,*,浅草,アサクサ,アサクサ
浜松	名詞,固有名詞,地域,一般,*,*,浜松,ハママツ,ハママツ
海南	名詞,固有名詞,地域,一般,*,*,海南,カイナン,カイナン
港北	名詞,固有名詞,地域,一般,*,*,港北,コウホク,コーホク
熊本	名詞,固有名詞,地域,一般,*,*,熊本,クマモト,クマモト
瑞浪	名詞,固有名詞,地域,一般,*,*,瑞浪,ミズナミ,ミズナミ
用宗	名詞,固有名詞,地域,一般,*,*,用宗,モチムネ,モチムネ
白川	名詞,固有名詞,地域,一般,*,*,白川,シラカワ,シラカワ
白金	名詞,固有名詞,地域,一般,*,*,白金,シラカネ,シラカネ
白鳥	名詞,固有名詞,地域,一般,*,*,白鳥,シラトリ,シラトリ
石山	名詞,固有名詞,地域,一般,*,*,石山,イシヤマ,イシヤマ
石川	名詞,固有名詞,地域,一般,*,*,石川,イシカワ,イシカワ
碧南	名詞,固有名詞,地域,一般,*,*,碧南,ヘキナン,ヘキナン
福山	名詞,固有名詞,地域,一般,*,*,福山,フクヤマ,フクヤマ
福岡	名詞,固有名詞,地域,一般,*,*,福岡,フクオカ,フクオカ
福島	名詞,固有名詞,地域,一般,*,*,福島,フクシマ,フクシマ
福建	名詞,固有名詞,地域,一般,*,*,福建,フッケン,フッケン
立山	名詞,固有名詞,地域,一般,*,*,立山,タテヤマ,タテヤマ
笠寺	名詞,固有名詞,地域,一般,*,*,笠寺,カサデラ,カサデラ
米原	名詞,固有名詞,地域,一般,*,*,米原,マイバラ,マイバラ
芭蕉	名詞,固有名詞,人名,一般,*,*,芭蕉,バショウ,バショー
茨城	名詞,固有名詞,地域,一般,*,*,茨城,イバラキ,イバラキ
荻窪	名詞,固有名詞,地域,一般,*,*,荻窪,オギクボ,オギクボ
藤沢	名詞,固有名詞,地域,一般,*,*,藤沢,フジサワ,フジサワ
袋井	名詞,固有名詞,地域,一般,*,*,袋井,フクロイ,フクロイ
西山	名詞,固有名詞,地域,一般,*,*,西山,ニシヤマ,ニシヤマ
西高	名詞,固有名詞,地域,一般,*,*,西高,ニシタカ,ニシタカ
親鸞	名詞,固有名詞,人名,一般,*,*,親鸞,シンラン,シンラン
調布	名詞,固有名詞,地域,一般,*,*,調布,チョウフ,チョーフ
豊橋	名詞,固有名詞,地域,一般,*,*,豊橋,トヨハシ,トヨハシ
赤坂	名詞,固有名詞,地域,一般,*,*,赤坂,アカサカ,アカサカ
車屋	名詞,固有名詞,地域,一般,*,*,車屋,クルマヤ,クルマヤ
重吉	名詞,固有名詞,地域,一般,*,*,重吉,シゲヨシ,シゲヨシ
金出	名詞,固有名詞,地域,一般,*,*,金出,カナイデ,カナイデ
金沢	名詞,固有名詞,地域,一般,*,*,金沢,カナザワ,カナザワ
鎌倉	名詞,固有名詞,地域,一般,*,*,鎌倉,カマクラ,カマクラ
長崎	名詞,固有名詞,地域,一般,*,*,長崎,ナガサキ,ナガサキ
関東	名詞,固有名詞,地域,一般,*,*,関東,カントウ,カントー
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ
雲仙	名詞,固有名詞,地域,一般,*,*,雲仙,ウンゼン,ウンゼン
雲南	名詞,固有名詞,地域,一般,*,*,雲南,ウンナン,ウンナン
青森	名詞,固有名詞,地域,一般,*,*,青森,アオモリ,アオモリ
静岡	名詞,固有名詞,地域,一般,*,*,静岡,シズオカ,シズオカ
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン
高山	名詞,固有名詞,地域,一般,*,*,高山,タカヤマ,タカヤマ
高崎	名詞,固有名詞,地域,一般,*,*,高崎,タカサキ,タカサキ
高針	名詞,固有名詞,地域,一般,*,*,高針,タカバリ,タカバリ
高麗	名詞,固有名詞,地域,一般,*,*,高麗,コウライ,コーライ
鳥取	名詞,固有名詞,地域,一般,*,*,鳥取,トットリ,トットリ
黒海	名詞,固有名詞,地域,一般,*,*,黒海,コッカイ,コッカイ
三条	名詞,固有名詞,地域,一般,*,*,三条,サンジョウ,サンジョー
上海	名詞,固有名詞,地域,一般,*,*,上海,シャンハイ,シャンハイ
中央	名詞,固有名詞,地域,一般,*,*,中央,チュウオウ,チューオー
中東	名詞,固有名詞,地域,一般,*,*,中東,チュウトウ,チュートー
京橋	名詞,固有名詞,地域,一般,*,*,京橋,キョウバシ,キョーバシ
信州	名詞,固有名詞,地域,一般,*,*,信州,シンシュウ,シンシュー
南極	名詞,固有名詞,地域,一般,*,*,南極,ナンキョク,ナンキョク
原宿	名詞,固有名詞,地域,一般,*,*,原宿,ハラジュク,ハラジュク
因島	名詞,固有名詞,地域,一般,*,*,因島,インノシマ,インノシマ
城前	名詞,固有名詞,地域,一般,*,*,城前,ジョウゼン,ジョーゼン
庄内	名詞,固有名詞,地域,一般,*,*,庄内,ショウナイ,ショーナイ
慶州	名詞,固有名詞,地域,一般,*,*,慶州,ケイシュウ,ケイシュー
文京	名詞,固有名詞,地域,一般,*,*,文京,ブンキョウ,ブンキョー
新宿	名詞,固有名詞,地域,一般,*,*,新宿,シンジュク,シンジュク
旭川	名詞,固有名詞,地域,一般,*,*,旭川,アサヒカワ,アサヒカワ
本州	名詞,固有名詞,地域,一般,*,*,本州,ホンシュウ,ホンシュー
東京	名詞,固有名詞,地域,一般,*,*,東京,トウキョウ,トーキョー
東山	名詞,固有名詞,地域,一般,*,*,東山,ヒガシヤマ,ヒガシヤマ
東横	名詞,固有名詞,地域,一般,*,*,東横,ヒガシヨコ,ヒガシヨコ
極東	名詞,固有名詞,地域,一般,*,*,極東,キョクトウ,キョクトー
橋西	名詞,固有名詞,地域,一般,*,*,橋西,キョウセイ,キョーセイ
池袋	名詞,固有名詞,地域,一般,*,*,池袋,イケブクロ,イケブクロ
済州	名詞,固有名詞,地域,一般,*,*,済州,サイシュウ,サイシュー
湘南	名詞,固有名詞,地域,一般,*,*,湘南,ショウナン,ショーナン
琴錦	名詞,固有名詞,人名,一般,*,*,琴錦,コトニシキ,コトニシキ
甲州	名詞,固有名詞,地域,一般,*,*,甲州,コウシュウ,コーシュー
